ngram;time_slot;df;idft;df_idft
mbg jamin transparan;2025-08-09 15:00;1;2.803360380906535;2.803360380906535
bangsa sehat cerdas;2025-08-09 15:00;1;2.803360380906535;2.803360380906535
transparan atur sesuai;2025-08-09 15:00;1;2.803360380906535;2.803360380906535
atur sesuai harga;2025-08-09 15:00;1;2.803360380906535;2.803360380906535
sinjai laksana giat;2025-08-09 23:00;1;2.803360380906535;2.803360380906535
pantau bangun dapur;2025-08-09 23:00;1;2.803360380906535;2.803360380906535
layan makan gizi;2025-08-09 23:00;1;2.3978952727983707;2.3978952727983707
koramil sinjai barat;2025-08-09 23:00;1;2.803360380906535;2.803360380906535
desa gunung perak;2025-08-09 23:00;1;2.803360380906535;2.803360380906535
rangka layan makan;2025-08-09 23:00;1;2.803360380906535;2.803360380906535
makan gizi gratis;2025-08-09 23:00;1;0.06252035698133393;0.06252035698133393
gunung perak koramil;2025-08-09 23:00;1;2.803360380906535;2.803360380906535
barat kodim sinjai;2025-08-09 23:00;1;2.803360380906535;2.803360380906535
sinjai barat kodim;2025-08-09 23:00;1;2.803360380906535;2.803360380906535
dapur sehat mandiri;2025-08-09 23:00;1;2.803360380906535;2.803360380906535
kodim sinjai laksana;2025-08-09 23:00;1;2.803360380906535;2.803360380906535
babinsa desa gunung;2025-08-09 23:00;1;2.803360380906535;2.803360380906535
bangun dapur sehat;2025-08-09 23:00;1;2.803360380906535;2.803360380906535
perak koramil sinjai;2025-08-09 23:00;1;2.803360380906535;2.803360380906535
mandiri rangka layan;2025-08-09 23:00;1;2.803360380906535;2.803360380906535
komunikasi sosial pantau;2025-08-09 23:00;1;2.803360380906535;2.803360380906535
sehat mandiri rangka;2025-08-09 23:00;1;2.803360380906535;2.803360380906535
giat komunikasi sosial;2025-08-09 23:00;1;2.803360380906535;2.803360380906535
laksana giat komunikasi;2025-08-09 23:00;1;2.803360380906535;2.803360380906535
sosial pantau bangun;2025-08-09 23:00;1;2.803360380906535;2.803360380906535
gizi gratis mbg;2025-08-09 23:00;1;0.7884573603642703;0.7884573603642703
cost sistem awas;2025-08-09 16:00;1;2.803360380906535;2.803360380906535
dukung penuh lembaga;2025-08-09 16:00;1;2.803360380906535;2.803360380906535
harga at cost;2025-08-09 16:00;1;1.7047480922384253;1.7047480922384253
makan gizi gratis;2025-08-09 16:00;3;0.06252035698133393;0.1875610709440018
transparan harga at;2025-08-09 16:00;1;2.1102132003465894;2.1102132003465894
awas dukung penuh;2025-08-09 16:00;1;2.803360380906535;2.803360380906535
gratis mbg dana;2025-08-09 16:00;1;2.1102132003465894;2.1102132003465894
dana transparan harga;2025-08-09 16:00;1;2.1102132003465894;2.1102132003465894
lembaga anti korupsi;2025-08-09 16:00;1;2.3978952727983707;2.3978952727983707
penuh lembaga anti;2025-08-09 16:00;1;2.803360380906535;2.803360380906535
sistem awas dukung;2025-08-09 16:00;1;2.803360380906535;2.803360380906535
gizi gratis mbg;2025-08-09 16:00;3;0.7884573603642703;2.365372081092811
mbg dana transparan;2025-08-09 16:00;1;2.803360380906535;2.803360380906535
at cost sistem;2025-08-09 16:00;1;2.803360380906535;2.803360380906535
badarawuhi map konon;2025-08-09 16:00;1;2.803360380906535;2.803360380906535
mbg badarawuhi map;2025-08-09 16:00;1;2.803360380906535;2.803360380906535
roblox udah mbg;2025-08-09 16:00;1;2.803360380906535;2.803360380906535
udah mbg badarawuhi;2025-08-09 16:00;1;2.803360380906535;2.803360380906535
gengs program makan;2025-08-09 16:00;1;2.803360380906535;2.803360380906535
pasar bebas mark;2025-08-09 16:00;1;2.803360380906535;2.803360380906535
program makan gizi;2025-08-09 16:00;1;0.3610133455373305;0.3610133455373305
sesuai harga pasar;2025-08-09 16:00;1;1.7047480922384253;1.7047480922384253
buka awas lembaga;2025-08-09 16:00;1;2.803360380906535;2.803360380906535
awas lembaga keluar;2025-08-09 16:00;1;2.803360380906535;2.803360380906535
lembaga keluar sesuai;2025-08-09 16:00;1;2.803360380906535;2.803360380906535
mark up serius;2025-08-09 16:00;1;2.803360380906535;2.803360380906535
gratis mbg buka;2025-08-09 16:00;1;2.1102132003465894;2.1102132003465894
harga pasar bebas;2025-08-09 16:00;1;2.803360380906535;2.803360380906535
bebas mark up;2025-08-09 16:00;1;2.1102132003465894;2.1102132003465894
up serius generasi;2025-08-09 16:00;1;2.803360380906535;2.803360380906535
mbg buka awas;2025-08-09 16:00;1;2.803360380906535;2.803360380906535
serius generasi emas;2025-08-09 16:00;1;2.803360380906535;2.803360380906535
keluar sesuai harga;2025-08-09 16:00;1;2.803360380906535;2.803360380906535
kppn harga atur;2025-08-09 16:00;1;2.803360380906535;2.803360380906535
gratis mbg transparan;2025-08-09 16:00;1;2.3978952727983707;2.3978952727983707
atur biar anti;2025-08-09 16:00;1;2.803360380906535;2.803360380906535
up awas wenang;2025-08-09 16:00;1;2.803360380906535;2.803360380906535
mbg transparan kppn;2025-08-09 16:00;1;2.803360380906535;2.803360380906535
transparan kppn harga;2025-08-09 16:00;1;2.3978952727983707;2.3978952727983707
harga atur biar;2025-08-09 16:00;1;2.803360380906535;2.803360380906535
mark up awas;2025-08-09 16:00;1;1.550597412411167;1.550597412411167
biar anti mark;2025-08-09 16:00;1;2.803360380906535;2.803360380906535
anti mark up;2025-08-09 16:00;1;2.3978952727983707;2.3978952727983707
biaya makan gizi;2025-08-09 16:00;1;2.3978952727983707;2.3978952727983707
at cost proses;2025-08-09 12:00;1;1.8870696490323797;1.8870696490323797
mbg makan gizi;2025-08-09 12:00;3;1.0986122886681098;3.295836866004329
atur at cost;2025-08-09 12:00;1;2.1102132003465894;2.1102132003465894
gizi gratis atur;2025-08-09 12:00;1;2.3978952727983707;2.3978952727983707
cost proses transparan;2025-08-09 12:00;1;2.1102132003465894;2.1102132003465894
makan gizi gratis;2025-08-09 12:00;10;0.06252035698133393;0.6252035698133394
proses transparan abis;2025-08-09 12:00;1;2.803360380906535;2.803360380906535
celah korupsi mbg;2025-08-09 12:00;1;2.3978952727983707;2.3978952727983707
korupsi mbg makan;2025-08-09 12:00;1;2.3978952727983707;2.3978952727983707
gratis atur at;2025-08-09 12:00;1;2.803360380906535;2.803360380906535
jaga bpkp kpk;2025-08-09 12:00;1;2.803360380906535;2.803360380906535
gratis sepenuh buka;2025-08-09 12:00;1;2.803360380906535;2.803360380906535
anggar mbg makan;2025-08-09 12:00;1;2.3978952727983707;2.3978952727983707
harga at cost;2025-08-09 12:00;1;1.7047480922384253;1.7047480922384253
buka harga at;2025-08-09 12:00;1;2.1102132003465894;2.1102132003465894
cost jaga bpkp;2025-08-09 12:00;1;2.803360380906535;2.803360380906535
kelola anggar mbg;2025-08-09 12:00;1;2.803360380906535;2.803360380906535
sepenuh buka harga;2025-08-09 12:00;1;2.803360380906535;2.803360380906535
gizi gratis sepenuh;2025-08-09 12:00;1;2.803360380906535;2.803360380906535
at cost jaga;2025-08-09 12:00;1;2.803360380906535;2.803360380906535
at cost dana;2025-08-09 12:00;1;2.3978952727983707;2.3978952727983707
perintah serius at;2025-08-09 12:00;1;2.803360380906535;2.803360380906535
kontrol kppn awas;2025-08-09 12:00;1;2.803360380906535;2.803360380906535
awas bpkp kpk;2025-08-09 12:00;2;1.550597412411167;3.101194824822334
kppn awas bpkp;2025-08-09 12:00;1;1.8870696490323797;1.8870696490323797
gratis bukti perintah;2025-08-09 12:00;1;2.3978952727983707;2.3978952727983707
gizi gratis bukti;2025-08-09 12:00;1;2.3978952727983707;2.3978952727983707
serius at cost;2025-08-09 12:00;1;2.803360380906535;2.803360380906535
cost dana kontrol;2025-08-09 12:00;1;2.803360380906535;2.803360380906535
dana kontrol kppn;2025-08-09 12:00;1;2.803360380906535;2.803360380906535
bukti perintah serius;2025-08-09 12:00;1;2.803360380906535;2.803360380906535
buka ga mark;2025-08-09 12:00;1;2.803360380906535;2.803360380906535
ga mark up;2025-08-09 12:00;1;2.803360380906535;2.803360380906535
awas maksimal biar;2025-08-09 12:00;1;2.3978952727983707;2.3978952727983707
gizi gratis anak;2025-08-09 12:00;1;1.8870696490323797;1.8870696490323797
kelola jujur buka;2025-08-09 12:00;1;2.803360380906535;2.803360380906535
jujur buka ga;2025-08-09 12:00;1;2.803360380906535;2.803360380906535
gratis anak bangsa;2025-08-09 12:00;1;2.803360380906535;2.803360380906535
mark up awas;2025-08-09 12:00;1;1.550597412411167;1.550597412411167
maksimal biar sasar;2025-08-09 12:00;1;2.803360380906535;2.803360380906535
up awas maksimal;2025-08-09 12:00;1;2.1102132003465894;2.1102132003465894
anak bangsa kelola;2025-08-09 12:00;1;2.803360380906535;2.803360380906535
bangsa kelola jujur;2025-08-09 12:00;1;2.803360380906535;2.803360380906535
gizi sppg desa;2025-08-09 12:00;1;2.803360380906535;2.803360380906535
desa adat ladung;2025-08-09 12:00;1;2.803360380906535;2.803360380906535
lurah padangkerta senin;2025-08-09 12:00;1;2.803360380906535;2.803360380906535
distribusi makan gizi;2025-08-09 12:00;1;2.1102132003465894;2.1102132003465894
layan penuh gizi;2025-08-09 12:00;1;2.3978952727983707;2.3978952727983707
ladung lurah padangkerta;2025-08-09 12:00;1;2.803360380906535;2.803360380906535
penuh gizi sppg;2025-08-09 12:00;1;2.3978952727983707;2.3978952727983707
adat ladung lurah;2025-08-09 12:00;1;2.803360380906535;2.803360380906535
launching distribusi makan;2025-08-09 12:00;1;2.803360380906535;2.803360380906535
karangasem polsek karangasem;2025-08-09 12:00;1;2.803360380906535;2.803360380906535
damping giat launching;2025-08-09 12:00;1;2.803360380906535;2.803360380906535
sppg desa adat;2025-08-09 12:00;1;2.803360380906535;2.803360380906535
gratis mbg satu;2025-08-09 12:00;1;2.803360380906535;2.803360380906535
karangasem instansi kait;2025-08-09 12:00;1;2.803360380906535;2.803360380906535
mbg satu layan;2025-08-09 12:00;1;2.803360380906535;2.803360380906535
instansi kait damping;2025-08-09 12:00;1;2.803360380906535;2.803360380906535
giat launching distribusi;2025-08-09 12:00;1;2.803360380906535;2.803360380906535
kait damping giat;2025-08-09 12:00;1;2.803360380906535;2.803360380906535
satu layan penuh;2025-08-09 12:00;1;2.3978952727983707;2.3978952727983707
gizi gratis mbg;2025-08-09 12:00;3;0.7884573603642703;2.365372081092811
polsek karangasem instansi;2025-08-09 12:00;1;2.803360380906535;2.803360380906535
markup awas bpkp;2025-08-09 12:00;1;2.3978952727983707;2.3978952727983707
gratis mbg beneran;2025-08-09 12:00;1;2.803360380906535;2.803360380906535
transparan kppn tekan;2025-08-09 12:00;1;2.803360380906535;2.803360380906535
kppn tekan biar;2025-08-09 12:00;1;2.803360380906535;2.803360380906535
beneran jamin dana;2025-08-09 12:00;1;2.803360380906535;2.803360380906535
dana transparan kppn;2025-08-09 12:00;1;2.3978952727983707;2.3978952727983707
mbg beneran jamin;2025-08-09 12:00;1;2.803360380906535;2.803360380906535
jamin dana transparan;2025-08-09 12:00;1;2.803360380906535;2.803360380906535
biar gak markup;2025-08-09 12:00;1;2.803360380906535;2.803360380906535
gak markup awas;2025-08-09 12:00;1;2.803360380906535;2.803360380906535
tekan biar gak;2025-08-09 12:00;1;2.803360380906535;2.803360380906535
proses transparan banget;2025-08-09 12:00;1;2.803360380906535;2.803360380906535
banget cek hulu;2025-08-09 12:00;1;2.803360380906535;2.803360380906535
cek hulu hilir;2025-08-09 12:00;1;2.803360380906535;2.803360380906535
hadir makan gizi;2025-08-09 12:00;1;1.7047480922384253;1.7047480922384253
gizi gratis proses;2025-08-09 12:00;1;2.3978952727983707;2.3978952727983707
gratis proses transparan;2025-08-09 12:00;1;2.803360380906535;2.803360380906535
transparan banget cek;2025-08-09 12:00;1;2.803360380906535;2.803360380906535
mbg hadir makan;2025-08-09 12:00;1;1.7047480922384253;1.7047480922384253
mbg hadir anak;2025-08-09 12:00;1;2.3978952727983707;2.3978952727983707
gizi gratis kontrol;2025-08-09 12:00;1;2.803360380906535;2.803360380906535
gratis kontrol transparan;2025-08-09 12:00;1;2.803360380906535;2.803360380906535
anak anak makan;2025-08-09 12:00;1;2.803360380906535;2.803360380906535
hadir anak anak;2025-08-09 12:00;1;2.803360380906535;2.803360380906535
anak makan gizi;2025-08-09 12:00;1;2.3978952727983707;2.3978952727983707
kepala badan selenggara;2025-08-09 12:00;1;2.803360380906535;2.803360380906535
produk halal bpjph;2025-08-09 12:00;1;2.803360380906535;2.803360380906535
minyak babi mudah;2025-08-09 12:00;1;2.803360380906535;2.803360380906535
china inspeksi langsung;2025-08-09 12:00;1;2.803360380906535;2.803360380906535
mbg duga kandung;2025-08-09 12:00;1;2.803360380906535;2.803360380906535
inspeksi langsung food;2025-08-09 12:00;1;2.803360380906535;2.803360380906535
haikal berangkat china;2025-08-09 12:00;1;2.803360380906535;2.803360380906535
babe haikal berangkat;2025-08-09 12:00;1;2.803360380906535;2.803360380906535
halal bpjph haikal;2025-08-09 12:00;1;2.803360380906535;2.803360380906535
langsung food tray;2025-08-09 12:00;1;2.803360380906535;2.803360380906535
badan selenggara jamin;2025-08-09 12:00;1;2.803360380906535;2.803360380906535
program makan gizi;2025-08-09 12:00;2;0.3610133455373305;0.722026691074661
alias babe haikal;2025-08-09 12:00;1;2.803360380906535;2.803360380906535
berangkat china inspeksi;2025-08-09 12:00;1;2.803360380906535;2.803360380906535
kandung minyak babi;2025-08-09 12:00;1;2.803360380906535;2.803360380906535
jamin produk halal;2025-08-09 12:00;1;2.803360380906535;2.803360380906535
duga kandung minyak;2025-08-09 12:00;1;2.803360380906535;2.803360380906535
babi mudah mudah;2025-08-09 12:00;1;2.803360380906535;2.803360380906535
ompreng program makan;2025-08-09 12:00;1;2.803360380906535;2.803360380906535
food tray ompreng;2025-08-09 12:00;1;2.803360380906535;2.803360380906535
mudah mudah minggu;2025-08-09 12:00;1;2.803360380906535;2.803360380906535
tray ompreng program;2025-08-09 12:00;1;2.803360380906535;2.803360380906535
hasan alias babe;2025-08-09 12:00;1;2.803360380906535;2.803360380906535
haikal hasan alias;2025-08-09 12:00;1;2.803360380906535;2.803360380906535
bpjph haikal hasan;2025-08-09 12:00;1;2.803360380906535;2.803360380906535
selenggara jamin produk;2025-08-09 12:00;1;2.803360380906535;2.803360380906535
gratis mbg duga;2025-08-09 12:00;1;2.803360380906535;2.803360380906535
warga konoha orang;2025-08-09 12:00;1;2.803360380906535;2.803360380906535
gizi gratis program;2025-08-09 12:00;1;2.1102132003465894;2.1102132003465894
konoha orang pintar;2025-08-09 12:00;1;2.803360380906535;2.803360380906535
hina bijak menteri;2025-08-09 12:00;1;2.803360380906535;2.803360380906535
orang pintar hina;2025-08-09 12:00;1;2.803360380906535;2.803360380906535
presiden menteri independen;2025-08-09 12:00;1;2.803360380906535;2.803360380906535
bijak presiden menteri;2025-08-09 12:00;1;2.803360380906535;2.803360380906535
program paksa demo;2025-08-09 12:00;1;2.803360380906535;2.803360380906535
bijak menteri bijak;2025-08-09 12:00;1;2.803360380906535;2.803360380906535
independen program makan;2025-08-09 12:00;1;2.803360380906535;2.803360380906535
hina hina bijak;2025-08-09 12:00;1;2.803360380906535;2.803360380906535
politik anggar nol;2025-08-09 12:00;1;2.803360380906535;2.803360380906535
menteri independen program;2025-08-09 12:00;1;2.803360380906535;2.803360380906535
menteri bijak presiden;2025-08-09 12:00;1;2.803360380906535;2.803360380906535
janji politik anggar;2025-08-09 12:00;1;2.803360380906535;2.803360380906535
pintar hina hina;2025-08-09 12:00;1;2.803360380906535;2.803360380906535
demo janji politik;2025-08-09 12:00;1;2.803360380906535;2.803360380906535
paksa demo janji;2025-08-09 12:00;1;2.803360380906535;2.803360380906535
gratis program paksa;2025-08-09 12:00;1;2.803360380906535;2.803360380906535
nutrisi penuh semangat;2025-08-09 10:00;1;2.803360380906535;2.803360380906535
semangat ajar kuat;2025-08-09 10:00;1;2.803360380906535;2.803360380906535
mbg makan gizi;2025-08-09 10:00;1;1.0986122886681098;1.0986122886681098
gizi gratis smkn;2025-08-09 10:00;1;2.803360380906535;2.803360380906535
makan gizi gratis;2025-08-09 10:00;1;0.06252035698133393;0.06252035698133393
program mbg makan;2025-08-09 10:00;1;2.1102132003465894;2.1102132003465894
smkn bondowoso nutrisi;2025-08-09 10:00;1;2.803360380906535;2.803360380906535
gratis smkn bondowoso;2025-08-09 10:00;1;2.803360380906535;2.803360380906535
bondowoso nutrisi penuh;2025-08-09 10:00;1;2.803360380906535;2.803360380906535
penuh semangat ajar;2025-08-09 10:00;1;2.803360380906535;2.803360380906535
langsung program mbg;2025-08-09 10:00;1;2.803360380906535;2.803360380906535
mbg makan gizi;2025-08-09 17:00;1;1.0986122886681098;1.0986122886681098
indonesia kelola kppn;2025-08-09 17:00;1;2.803360380906535;2.803360380906535
awas bpkp kpk;2025-08-09 17:00;1;1.550597412411167;1.550597412411167
bpkp kpk sesuai;2025-08-09 17:00;1;2.803360380906535;2.803360380906535
anak indonesia kelola;2025-08-09 17:00;1;2.803360380906535;2.803360380906535
sesuai harga pasar;2025-08-09 17:00;1;1.7047480922384253;1.7047480922384253
kppn buka awas;2025-08-09 17:00;1;2.803360380906535;2.803360380906535
makan gizi gratis;2025-08-09 17:00;2;0.06252035698133393;0.12504071396266786
gizi gratis anak;2025-08-09 17:00;1;1.8870696490323797;1.8870696490323797
kelola kppn buka;2025-08-09 17:00;1;2.803360380906535;2.803360380906535
pasar perintah hadir;2025-08-09 17:00;1;2.803360380906535;2.803360380906535
buka awas bpkp;2025-08-09 17:00;1;2.1102132003465894;2.1102132003465894
gratis anak indonesia;2025-08-09 17:00;1;2.803360380906535;2.803360380906535
harga pasar perintah;2025-08-09 17:00;1;2.803360380906535;2.803360380906535
perintah hadir nyata;2025-08-09 17:00;1;2.803360380906535;2.803360380906535
kpk sesuai harga;2025-08-09 17:00;1;2.803360380906535;2.803360380906535
anak sekolah ruang;2025-08-09 17:00;1;2.803360380906535;2.803360380906535
gizi gratis aman;2025-08-09 17:00;1;2.1102132003465894;2.1102132003465894
mbg bikin makan;2025-08-09 17:00;1;2.1102132003465894;2.1102132003465894
transparansi mbg bikin;2025-08-09 17:00;1;2.803360380906535;2.803360380906535
bikin makan gizi;2025-08-09 17:00;1;2.1102132003465894;2.1102132003465894
gratis aman anak;2025-08-09 17:00;1;2.803360380906535;2.803360380906535
aman anak sekolah;2025-08-09 17:00;1;2.803360380906535;2.803360380906535
sekolah ruang korupsi;2025-08-09 17:00;1;2.803360380906535;2.803360380906535
biar tenang makan;2025-08-09 18:00;1;2.803360380906535;2.803360380906535
mbg kelola mark;2025-08-09 18:00;1;2.803360380906535;2.803360380906535
makan gizi gratis;2025-08-09 18:00;2;0.06252035698133393;0.12504071396266786
gratis mbg kelola;2025-08-09 18:00;1;1.8870696490323797;1.8870696490323797
kelola mark up;2025-08-09 18:00;1;2.3978952727983707;2.3978952727983707
mark up awas;2025-08-09 18:00;1;1.550597412411167;1.550597412411167
tenang makan gizi;2025-08-09 18:00;1;2.803360380906535;2.803360380906535
gizi gratis mbg;2025-08-09 18:00;1;0.7884573603642703;0.7884573603642703
