time_slot;ngram;n;df_idft
2025-11-09;o t;2;0.04316546762589928
2025-11-09;b h;2;0.03597122302158273
2025-11-09;e w;2;0.014388489208633094
2025-11-09;i x;2;0.007194244604316547
2025-11-09;c r;2;0.007194244604316547
2025-11-09;t t;2;0.007194244604316547
2025-11-09;x  ;2;0.007194244604316547
2025-11-09;b l;2;0.04316546762589928
2025-11-09;  v;2;0.007194244604316547
2025-11-09;l e;2;0.07194244604316546
2025-11-09;g h;2;0.014388489208633094
2025-11-09;p y;2;0.007194244604316547
2025-11-09;y  ;2;0.03597122302158273
2025-11-09;u g;2;0.02877697841726619
2025-11-09;r y;2;0.007194244604316547
2025-11-09;r k;2;0.02158273381294964
2025-11-09;m s;2;0.014388489208633094
2025-11-09;p l;2;0.02877697841726619
2025-11-09;s o;2;0.03597122302158273
2025-11-09;k b;2;0.03597122302158273
2025-11-09;y o;2;0.014388489208633094
2025-11-09;o o;2;0.02877697841726619
2025-11-09;e c;2;0.04316546762589928
2025-11-09;c  ;2;0.03597122302158273
2025-11-09;j o;2;0.02877697841726619
2025-11-09;l k;2;0.007194244604316547
2025-11-09;m n;2;0.007194244604316547
2025-11-09;d p;2;0.007194244604316547
2025-11-09;e f;2;0.03597122302158273
2025-11-09;k p;2;0.007194244604316547
2025-11-09;p k;2;0.007194244604316547
2025-11-09;b p;2;0.02158273381294964
2025-11-09;i e;2;0.05755395683453238
2025-11-09;e a;2;0.03597122302158273
2025-11-09;w  ;2;0.04316546762589928
2025-11-09;s g;2;0.007194244604316547
2025-11-09;o a;2;0.014388489208633094
2025-11-09;s s;2;0.014388489208633094
2025-11-09;l s;2;0.04316546762589928
2025-11-09;h m;2;0.014388489208633094
2025-11-09;f e;2;0.007194244604316547
2025-11-09;s d;2;0.03597122302158273
2025-11-09;u y;2;0.02158273381294964
2025-11-09;h r;2;0.007194244604316547
2025-11-09;b m;2;0.02877697841726619
2025-11-09;m r;2;0.007194244604316547
2025-11-09;e d;2;0.014388489208633094
